#Time_ps,0,100,500,1000,3000,5000,
1,0.0003837,0.052157,0.0644157,0.0300706,0.0391103,0.0559066,
2,0.0014012,0.0555851,0.0699124,0.0508159,0.0340401,0.0386969,
3,0.0006516,0.0237121,0.0696166,0.07778,0.0618436,0.0530469,
4,0.0005819,0.0299238,0.0421636,0.0755952,0.0612619,0.0696157,
5,0.0002726,0.0213662,0.068136,0.0571523,0.0819849,0.0790977,
6,0.0003843,0.0164258,0.0572589,0.0268702,0.0955084,0.0917314,
7,0.00019,0.0484609,0.0802877,0.0326018,0.0993137,0.0367998,
8,0.0005396,0.089773,0.0343909,0.0479661,0.0912733,0.0495939,
9,0.0005262,0.0640252,0.0772859,0.065005,0.1253649,0.0553187,
10,0.0006014,0.0260265,0.0580802,0.0497044,0.0786168,0.0446486,
11,0.0004273,0.0312256,0.0312875,0.0492236,0.089377,0.0232967,
12,0.0005354,0.0496916,0.0696988,0.0523116,0.0726715,0.0329013,
13,0.0004617,0.0772316,0.0543138,0.0351363,0.0553383,0.0380014,
14,0.0004498,0.0844288,0.0326482,0.01428,0.0324954,0.0352006,
15,0.0004521,0.080682,0.0382962,0.1022857,0.0871849,0.052405,
16,0.0007299,0.0915731,0.0303589,0.0468411,0.0814783,0.0652525,
17,0.0005329,0.0630361,0.0226433,0.0540171,0.0739213,0.0697302,
18,0.0003852,0.0828269,0.0213508,0.0324781,0.0839869,0.0882767,
19,0.0005634,0.0768332,0.0203833,0.0234827,0.1046943,0.0726423,
20,0.0005327,0.0425238,0.0319756,0.0144105,0.080698,0.0689064,
21,0.0005007,0.0520155,0.0214352,0.021658,0.1192451,0.0678911,
22,0.0003988,0.0203752,0.071076,0.0641228,0.15476,0.0286973,
23,0.0006112,0.1542331,0.1169704,0.0660914,0.1888291,0.0180473,
24,0.0004878,0.1708588,0.2686979,0.0557632,0.1566719,0.0492299,
25,0.0005513,0.0853955,0.0826874,0.038294,0.1269552,0.0472812,
26,0.0005766,0.0532345,0.0387604,0.0428647,0.1493596,0.0733021,
27,0.0005229,0.0533732,0.0324941,0.0409867,0.1261973,0.0774807,
28,0.0005638,0.0617204,0.0518623,0.0831162,0.1265841,0.0514468,
29,0.0005292,0.1016674,0.0324509,0.0261037,0.0853283,0.1019204,
30,0.0003242,0.0756126,0.0275283,0.0428721,0.0702485,0.0663357,
31,0.000199,0.0710173,0.0215463,0.0292187,0.0576028,0.0831363,
32,0.0004438,0.0940788,0.0716916,0.0183807,0.0322064,0.0818814,
33,0.0006491,0.093147,0.0872514,0.0250437,0.0872457,0.0827831,
34,0.0004648,0.0588789,0.057537,0.0563817,0.0939705,0.1210151,
35,0.0008093,0.0469213,0.0473206,0.0817416,0.0755117,0.0756547,
36,0.0006866,0.0439692,0.0453047,0.0543618,0.0707093,0.0905634,
37,0.0004963,0.0400809,0.0477113,0.0352842,0.0779948,0.0596982,
38,0.0004226,0.0250513,0.039473,0.0311406,0.067118,0.0549523,
39,0.0005508,0.0169344,0.0757291,0.0331627,0.0759321,0.0656959,
40,0.0004509,0.0232089,0.0660134,0.0118504,0.0737279,0.0411298,
41,0.000616,0.0143339,0.0331892,0.0770506,0.0759924,0.0452598,
42,0.0005426,0.0077366,0.0711001,0.1064291,0.085531,0.0383043,
43,0.0005192,0.0151786,0.0703271,0.0370405,0.1037506,0.0384337,
44,0.0004291,0.0360852,0.0954577,0.0598918,0.0469313,0.0419017,
45,0.0005589,0.097156,0.040886,0.0356136,0.1034779,0.0999887,
46,0.0005743,0.0641637,0.0539911,0.0577569,0.1855497,0.2215754,
47,0.0005624,0.0772807,0.0896794,0.0788525,0.2312741,0.2213241,
48,0.0003996,0.1261293,0.1069825,0.0569004,0.1681071,0.0809329,
49,0.0006774,0.1656335,0.1597648,0.0423992,0.1710371,0.1536249,
50,0.0004753,0.2440262,0.2977417,0.0842389,0.2214024,0.2503669,
51,0.0005233,0.1293852,0.2911482,0.2140985,0.0983602,0.1959024,
52,0.0006906,0.092475,0.3506235,0.2746145,0.2082719,0.3374721,
53,0.0006702,0.0486645,0.3026569,0.2269285,0.1179827,0.3045254,
54,0.0003147,0.040869,0.1132848,0.1256975,0.1038565,0.1875526,
55,0.0006342,0.0686482,0.1872872,0.1321896,0.0334963,0.3510877,
56,0.0005504,0.0897076,0.1582043,0.0707211,0.0586351,0.2686462,
57,0.0002034,0.0677812,0.1423294,0.0201477,0.1292889,0.1371493,
58,0.0005236,0.0755857,0.1287677,0.0315322,0.1119131,0.0972831,
