#Time_ps,0,100,500,1000,3000,5000,
1,0.0002472,0.0341063,0.1266213,0.0584434,0.0961009,0.1514172,
2,0.0006822,0.0332407,0.1986972,0.107303,0.1055375,0.0788376,
3,0.0005068,0.0447279,0.116494,0.0827134,0.04434,0.0369505,
4,0.0002214,0.05343,0.0485434,0.0461362,0.0754843,0.0897301,
5,0.0004972,0.051662,0.0590401,0.0665034,0.0807453,0.0480699,
6,0.0004908,0.0457807,0.0548601,0.0797686,0.0379234,0.112434,
7,0.000348,0.0471486,0.0728092,0.0544591,0.0356811,0.121282,
8,0.0004891,0.0496582,0.0685252,0.0535113,0.0215187,0.1036652,
9,0.0004639,0.088951,0.0476931,0.0402136,0.0388382,0.1015336,
10,0.0006749,0.0971412,0.0648487,0.0527671,0.0280415,0.0502121,
11,0.000479,0.0734483,0.0538502,0.0932022,0.036106,0.0835828,
12,0.0005925,0.0708536,0.0754157,0.0953143,0.0758454,0.0369625,
13,0.0004157,0.0585486,0.1105839,0.0195826,0.0600998,0.0443611,
14,0.0004993,0.0530219,0.0563264,0.0494615,0.0370717,0.0514604,
15,0.0004562,0.1369446,0.1564667,0.0819162,0.0694176,0.0818177,
16,0.0003857,0.0634077,0.0469909,0.0461603,0.078256,0.0906295,
17,0.0004445,0.0541934,0.0468234,0.0778425,0.0666677,0.0914981,
18,0.0005357,0.0341722,0.0384693,0.003858,0.0662644,0.092683,
19,0.0005496,0.0384638,0.0590958,0.0602107,0.0597257,0.093431,
20,0.0003125,0.0244856,0.0431652,0.0330125,0.0839175,0.0918387,
21,0.0005638,0.0110301,0.1162462,0.0452493,0.0787368,0.0970963,
22,0.000568,0.0218414,0.1199527,0.0969379,0.0545513,0.0783338,
23,0.0005087,0.0220637,0.2442301,0.4696939,0.345168,0.3320792,
24,0.0004721,0.0298664,0.222774,0.184816,0.1281186,0.1878335,
25,0.0004053,0.0394987,0.1663847,0.1459822,0.1774325,0.2103563,
26,0.0006152,0.088216,0.086232,0.0890321,0.1027194,0.164957,
27,0.0003482,0.0506189,0.030984,0.0163055,0.0442745,0.0766091,
28,0.0004575,0.0390625,0.013653,0.009944,0.0482546,0.0521345,
29,0.000309,0.0420894,0.0312626,0.0297288,0.0610356,0.0548935,
30,0.0004378,0.0548226,0.0369422,0.0518802,0.0636611,0.0514075,
31,0.0007361,0.0475435,0.0390454,0.0417703,0.0703481,0.1282006,
32,0.0002919,0.0449077,0.0439355,0.0574188,0.1347673,0.1278193,
33,0.0003908,0.0269776,0.076406,0.0547265,0.1083574,0.1275945,
34,0.0006634,0.0411284,0.0265917,0.0792908,0.1058893,0.168358,
35,0.0005433,0.0439802,0.027913,0.0622722,0.1072832,0.1173583,
36,0.0002586,0.0671705,0.0313393,0.0606956,0.0992831,0.1191353,
37,0.0003109,0.0601194,0.0524755,0.0310512,0.0763597,0.0646054,
38,0.0005538,0.0571408,0.0339612,0.0215968,0.0840406,0.0596066,
39,0.0002267,0.0882813,0.0549236,0.0383926,0.0678272,0.0904877,
40,0.0006673,0.1095473,0.0614569,0.1030374,0.0616353,0.0359364,
41,0.0003942,0.0455258,0.0726147,0.0973746,0.1016208,0.0810004,
42,0.0003138,0.0602078,0.0723516,0.0451666,0.1198459,0.1226141,
43,0.0006452,0.0378675,0.0745554,0.0440738,0.1220384,0.135359,
44,0.0007081,0.0232805,0.1163484,0.0763056,0.0977095,0.1331572,
45,9.33e-05,0.0807073,0.1588365,0.1111974,0.1863219,0.1288109,
46,0.0006387,0.1362788,0.1774287,0.1471389,0.1965664,0.1281019,
47,0.0003948,0.0993493,0.2411431,0.1865947,0.1611506,0.1947988,
48,0.0005188,0.0695284,0.1661606,0.1593566,0.1736719,0.2345039,
49,0.0001097,0.0667739,0.0738385,0.1449675,0.1290443,0.2030823,
50,0.0006139,0.0450278,0.0889528,0.1372654,0.126614,0.2218233,
51,0.0006372,0.0305316,0.054569,0.129292,0.1761141,0.3250628,
52,0.0006016,0.0184606,0.1584156,0.1374635,0.1260808,0.2165358,
53,0.0003318,0.0636629,0.0689383,0.1490889,0.0681055,0.2154783,
54,0.0004418,0.1124926,0.1998586,0.180484,0.1129439,0.1778809,
55,0.00045,0.2238556,0.244442,0.17253,0.1665773,0.1579428,
56,0.0005363,0.2143576,0.2258725,0.3489963,0.0901706,0.2527489,
57,0.0004251,0.1322427,0.0562703,0.1960547,0.0488771,0.1569281,
58,0.0003474,0.1199758,0.0575545,0.168421,0.0819016,0.1683976,
59,0.0004822,0.1585162,0.1851554,0.2207302,0.1342082,0.2256814,
60,0.0003348,0.1551828,0.1719115,0.1692296,0.1744622,0.0518873,
61,0.0005281,0.1140062,0.19043,0.1362776,0.2193077,0.1491315,
62,0.0003823,0.0457034,0.2087946,0.3057492,0.2964112,0.1624668,
